"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","2","0","1","0.000000","0","0"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","0","6","6","1","8.178391","0","7"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","29","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","14","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","36","1","0.000000","0","0"
"/Game/Polygon_FantasyVillage/Materials/M_Emission.M_Emission","0","23","1","1","16.701771","0","108"
"/Game/LevelPrototyping/Materials/Mat_Key.Mat_Key","0","14","14","1","10.607738","0","18"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","35","6","1","29.263454","0","292"
"/Game/Materials/M_Yellow_01.M_Yellow_01","0","14","2","1","14.382503","0","43"
"/Game/BattleWizardPolyart/Materials/StageMat.StageMat","0","23","8","1","21.731346","0","102"
"/Game/Materials/M_Red_01.M_Red_01","0","14","14","1","9.994834","0","21"
"/Game/LevelPrototyping/Materials/Trunk.Trunk","0","23","1","1","15.888193","0","69"
"/Game/LevelPrototyping/Materials/Needles.Needles","0","18","1","1","14.240289","0","133"
"/Game/Assets/07_-_Default.07_-_Default","0","14","1","1","0.000000","0","35"
"/Game/Assets/03_-_Default.03_-_Default","0","14","1","1","0.000000","0","35"
"/Game/Assets/02_-_Default.02_-_Default","0","14","1","1","0.000000","0","30"
"/Game/Assets/01_-_Default.01_-_Default","0","14","1","1","0.000000","0","30"
"/Game/LevelPrototyping/Materials/Branch1.Branch1","0","14","1","1","0.000000","0","30"
"/Game/LevelPrototyping/Materials/Branch0.Branch0","0","14","1","1","0.000000","0","30"
"/Game/LevelPrototyping/Materials/23_-_Default.23_-_Default","0","14","1","1","0.000000","0","30"
"/Game/LevelPrototyping/Materials/22_-_Default.22_-_Default","0","23","1","1","0.000000","0","60"
"/Game/LevelPrototyping/Materials/18_-_Default.18_-_Default","0","14","1","1","0.000000","0","30"
"/Game/LevelPrototyping/Materials/17_-_Default.17_-_Default","0","23","1","1","0.000000","0","60"
"/Game/LevelPrototyping/Materials/16_-_Default.16_-_Default","0","23","1","1","0.000000","0","60"
"/Game/Materials/M_Grey_03.M_Grey_03","0","14","4","1","9.059422","0","48"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/01_-_Default.01_-_Default","0","14","3","1","9.396475","0","59"
"/Game/LevelPrototyping/Materials/02_-_Default.02_-_Default","0","14","3","1","0.000000","0","59"
"/Game/LevelPrototyping/Materials/03_-_Default.03_-_Default","0","23","2","1","6.290793","0","114"
"/Game/LevelPrototyping/Materials/15_-_Default.15_-_Default","0","14","3","1","0.000000","0","59"
"/Game/LevelPrototyping/Materials/19_-_Default.19_-_Default","0","14","3","1","0.000000","0","59"
"/Game/LevelPrototyping/Materials/21_-_Default.21_-_Default","0","14","3","1","0.000000","0","59"
"/Game/LevelPrototyping/Materials/20_-_Default.20_-_Default","0","14","3","1","0.000000","0","59"
"/Game/LevelPrototyping/Materials/13_-_Default.13_-_Default","0","14","3","1","0.000000","0","59"
"/Game/LevelPrototyping/Materials/07_-_Default.07_-_Default","0","14","3","1","0.000000","0","59"
"/Game/Materials/M_WoodBox.M_WoodBox","0","14","3","1","0.000000","0","59"
"/Game/LevelPrototyping/Materials/09_-_Default.09_-_Default","0","14","3","1","0.000000","0","59"
"/Game/LevelPrototyping/Meshes/13_-_Default.13_-_Default","0","14","3","1","0.000000","0","59"
"/Game/Materials/M_Grey_02.M_Grey_02","0","14","3","1","9.071744","0","36"
"/Game/Polygon_FantasyVillage/Materials/M_MainMaterial.M_MainMaterial","0","44","1","1","33.563305","0","185"
"/Game/BattleWizardPolyart/Materials/StandardPolyartMat.StandardPolyartMat","0","26","2","1","22.629347","0","156"
"/Game/Materials/M_Grey_01.M_Grey_01","0","14","6","1","11.208762","0","51"
"/Game/Materials/M_Green_01.M_Green_01","0","23","1","1","22.883331","0","80"
"/Game/Materials/M_Brown_03.M_Brown_03","0","14","2","1","12.348978","0","53"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/GradientMap_Multi_Example.GradientMap_Multi_Example","0","0","14","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Game/Materials/M_Brown_02.M_Brown_02","0","14","5","1","9.414293","0","42"
"/Game/Materials/M_Blue_01.M_Blue_01","0","14","14","1","9.083350","0","15"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","60"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/Game/Materials/M_Water.M_Water","0","23","1","1","68.155891","0","117"
"/Game/LevelPrototyping/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","108","6","2","68.225479","0","741"
"/Game/Materials/M_Brown_01.M_Brown_01","0","23","4","1","16.182508","0","92"
"/Game/BattleWizardPolyart/Materials/MaskTintPolyartMat.MaskTintPolyartMat","0","26","4","1","18.241016","0","126"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","704","21","1","431.364899","0","12846"
"Globals","49","2","0","1","0.000000","0","0"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","6","6","1","1.992868","0","6"
"/Game/Polygon_FantasyVillage/Materials/M_Emission.M_Emission","49","23","1","1","13.918687","0","107"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/Game/Materials/M_Yellow_01.M_Yellow_01","49","14","2","1","8.719331","0","111"
"/Game/Materials/M_Red_01.M_Red_01","49","14","1","1","7.597307","0","54"
"/Game/Materials/M_Grey_03.M_Grey_03","49","14","3","1","8.421958","0","100"
"/Game/Materials/M_Grey_02.M_Grey_02","49","14","1","1","8.166714","0","118"
"/Game/Materials/M_Grey_01.M_Grey_01","49","14","1","1","6.778123","0","118"
"/Game/Materials/M_Green_01.M_Green_01","49","23","2","1","11.531395","0","198"
"/Game/Materials/M_Brown_03.M_Brown_03","49","14","7","1","6.832051","0","72"
"/Game/Materials/M_Brown_02.M_Brown_02","49","14","1","1","7.157413","0","118"
"/Game/Materials/M_Brown_01.M_Brown_01","49","23","1","1","13.097151","0","242"
"/Game/Materials/M_Blue_01.M_Blue_01","49","14","1","1","7.350314","0","81"
"/Game/LevelPrototyping/Materials/Trunk.Trunk","49","23","1","1","13.269757","0","68"
"/Game/LevelPrototyping/Materials/Needles.Needles","49","18","1","1","11.253844","0","96"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","35","8","1","17.383429","0","190"
"/Game/LevelPrototyping/Materials/Mat_Key.Mat_Key","49","14","1","1","6.513033","0","36"
"/Game/LevelPrototyping/Materials/Branch1.Branch1","49","14","1","1","0.000000","0","30"
"/Game/LevelPrototyping/Materials/Branch0.Branch0","49","14","1","1","0.000000","0","30"
"/Game/LevelPrototyping/Materials/23_-_Default.23_-_Default","49","14","1","1","0.000000","0","30"
